assestment;text;author;source
Prawda;W czasie poprzedniej pana kampanii do Parlamentu Europejskiego mówił pan, że trzeba stopniowo odchodzić od Wspólnej Polityki Rolnej, że należy inwestować w infrastrukturę zamiast dotować producentów rolnych.;Bronisław Komorowski;['wypowiedź']
Prawda;Pan wniósł do Sejmu i pchał na siłę projekt ustawy zmieniającej zasady zgromadzeń publicznych... po czym w Trybunale Konstytucyjnym stwierdzono niezgodność tej ustawy z Konstytucją w kilku punktach.;Andrzej Duda;['wypowiedź']
Manipulacja;Lata 2005-07 – wtedy wzrost PKB wynosił 7 %.;Andrzej Duda;['wypowiedź']
Manipulacja;Warto pamiętać Panie Pośle, że w czasie rządów PiS- u państwo wydawaliście na modernizację polskich sił zbrojnych mniej więcej 4 mld złotych. Dzisiaj rocznie wydajemy ponad 8 mld.;Bronisław Komorowski;['wypowiedź']
Manipulacja;Pan jednoznacznie opowiedział się za tym, że Unia Europejska powinna bardziej restrykcyjnie wprowadzać limity emisji gazów cieplarnianych i szkodliwych pyłów. No przecież to jest zabójstwo dla polskiego górnictwa... Pan to wypełnił w ankiecie na eurodeputowanego.;Bronisław Komorowski;['wypowiedź']
Prawda;Nie słyszałem o innym sukcesie większym niż wpłynięcie na stanowisko Prezydenta Stanów Zjednoczonych. Uczyniłem to skutecznie. Pan prezydent Obama wyjaśnił, że nie miał złych intencji używając określenia polskie obozy zagłady.;Bronisław Komorowski;['wypowiedź']
Manipulacja;W 2011 roku na uroczystości upamiętniające ofiary w Jedwabnem wysłał pan list... w tym liście m.in. zawarł pan takie stwierdzenie “naród ofiar był także sprawcą”;Andrzej Duda;['wypowiedź']
Prawda;Zaprosiłem następny szczyt NATO do Warszawy.;Bronisław Komorowski;['wypowiedź']
Manipulacja;Pana partia [Platforma Obywatelska] buduje gazoport od 8 lat.;Andrzej Duda;['wypowiedź']
Prawda;Dwukrotnie zmienialiście budżet z powodu dziury budżetowej, ostatni raz w 2013 r.;Andrzej Duda;['wypowiedź']
Prawda;Płacimy za gaz więcej niż Niemcy.;Andrzej Duda;['wypowiedź']
Prawda;Emerytura minimalna wynosi 880 zł.;Andrzej Duda;['wypowiedź']
Manipulacja;Pana ugrupowanie (PiS) zawsze blokowało rozwiązania jak JOW- y i niefinansowanie partii z budżetu.;Bronisław Komorowski;['wypowiedź']
Prawda;W zachodnich Niemczech są bazy wojska amerykańskiego.;Andrzej Duda;['wypowiedź']
Manipulacja;Największa liczba Polaków emigrowała w czasie rządów PiS- u, nawet 0,5 mln rocznie, dziś to jest 50-60 tysięcy, 8 razy mniej.;Bronisław Komorowski;['wypowiedź']
Prawda;Finansowanie armii na poziomie 2% PKB było ostatnio w latach 2006-2007.;Andrzej Duda;['wypowiedź']
Prawda;Mamy jedną z mocniejszych armii w Europie.;Bronisław Komorowski;['wypowiedź']
Prawda;Przecież PiS jest przeciwko zlikwidowaniu finansowaniu z budżetu.;Grzegorz Schetyna;['wypowiedź']
Manipulacja;PiS zawsze był i jest przeciwko JOW-om, dzisiaj w związku z kalkulacją polityczną udaje, że sprawa jest otwarta, że chce o tym rozmawiać. Mówię jeszcze raz PiS był i jest przeciwko jednomandatowym okręgom wyborczym. Więc nie zakłamujmy rzeczywistości.;Grzegorz Schetyna;['wypowiedź']
Prawda;Proszę zobaczyć, że w większości wyborów prezydenckich od 90 r. wszystko decydowało się w drugiej turze.;Grzegorz Schetyna;['wypowiedź']
Prawda;Monika Olejnik: Ale nie, przyzna pan, że to katastrofa prezydentury, miał 70 proc. poparcia, zaufania, spadł tak nisko.;Grzegorz Schetyna;['wypowiedź']
Prawda;Nie udało się powtórzyć frekwencji, która była przed pięcioma laty, to był główny powód, bo poszło do wyborów no, ponad półtora miliona mniej ludzi.;Grzegorz Schetyna;['wypowiedź']
Prawda;W Niemczech 20% wyborców oddaje swoje głosy korespondencyjnie;Irena Lipowicz;['wypowiedź']
Prawda;Z wizytowanych lokali tylko 16% odpowiadało standardom (przystosowania dla potrzeb osób niepełnosprawnych);Irena Lipowicz;['wypowiedź']
Prawda;Pieniądze na renowację zabytków Krakowa, które nie służą Kancelarii tylko Krakowowi. One są wliczane w budżet Kancelarii.;Bronisław Komorowski;http://prawo.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU20150000153&type=2, 15.01.2015
Fałsz;Tak jest skonstruowany w Polsce mechanizm referendalny, że on daje wskazówki politykom i parlamentowi. Nie ma mocy wiążącej – to wynika z konstytucji.;Bronisław Komorowski;http://prawo.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU20030570507, 14.03.2003
Fałsz;Niech pan zwróci uwagę, że zgłaszam referendum, czy zarządzam referendum, po raz pierwszy w Polsce po 11 latach. Mój poprzednik nie zrobił tego ani razu.;Bronisław Komorowski;https://polskatimes.pl/prezydent-zlozyl-wniosek-o-referendum-ws-szpitalispolek/ar/53761,  17.10.2008.
Fałsz;W Senacie jest tylko PO i PIS, nie ma nikogo, kto dostał się z zewnątrz, pozapartyjnie.;Andrzej Duda;['wypowiedź']
Manipulacja;I tak działałem konsekwentnie w zgodzie z tym, o czym mówiłem, że należy dążyć do tego, żeby ludzie mieli maksymalny wybór w kwestiach emerytur, dlatego jest w ustawie wprowadzony na wniosek Kancelarii Prezydenta, rozwiązanie tak zwanej emerytury częściowej.;Bronisław Komorowski;['wypowiedź']
Prawda;[Prezydent] nie ma prawa go [budżetu] wetować.;Bronisław Komorowski;['wypowiedź']
Fałsz;Prezydent z mocy konstytucji nie podpisuje budżetu.;Bronisław Komorowski;['wypowiedź']
Prawda;W tej sprawie jest wielkie kłamstwo i manipulacja, szerzone przez posłów PO. Byłem ministrem w Kancelarii Prezydenta. Gdy ustawa przychodzi do prezydenta z Sejmu, prezydent może podjąć trzy decyzje: podpisać jeśli się zgadza, może wystąpić z wetem, a jeżeli stwierdzi, że jest sprzeczna z Konstytucją, ma obowiązek skierować ją do TK. Realizacją tego przepisu jest skierowanie ustawy do Trybunału.;Andrzej Duda;TVN24, 7.05.2015
Fałsz;Przypomnę, Janusz Korwin-Mikke proponuje monarchię, w której królem ma być prymas naszego kraju.;Janusz Palikot;['wypowiedź']
Fałsz;Na 100 senatorów 97 jest z Platformy i z PiSu.;Janusz Palikot;['wypowiedź']
Prawda;Mamy to już w Senacie, w 2011 roku obowiązywały jednomandatowe okręgi wyborcze w Senacie.;Janusz Palikot;['wypowiedź']
Prawda;Pan Janusz Korwin-Mikke, który jest zatrudniony, ubezpiecza się w KRUSie.;Janusz Palikot;['wypowiedź']
Prawda;[Część Amerykanów ma cel, żeby zrobić wojnę światową,] póki jeszcze Rosja i Chiny nie są silniejsze od Stanów Zjednoczonych.;Janusz Korwin-Mikke;['wypowiedź']
Prawda;Ponad 60% Anglików chce zrezygnować z JOW-ów.;Janusz Korwin-Mikke;['wypowiedź']
Prawda;W Wielkiej Brytanii jest 650 okręgów wyborczych.;Janusz Korwin-Mikke;['wypowiedź']
Prawda;Art 146 Konstytucji mówi jasno, że to Rada Ministrów prowadzi politykę zagraniczną.;Magdalena Ogórek;['wypowiedź']
Fałsz;Sektor małych i średnich przedsiębiorstw daje nam 70% PKB.;Paweł Kukiz;['wypowiedź']
Prawda;Gwarantuję, że za 860 milionów, które w ostatnich pięciu latach wydał urzędujący prezydent (...);Magdalena Ogórek;['wypowiedź']
Fałsz;Ziemiec: Ja tylko dodam, że konstytucja w artykule 134 daje prezydentowi zwierzchnictwo nad siłami zbrojnymi Rzeczpospolitej Polskiej, dlatego też pytałem o bezpieczeństwo.;Magdalena Ogórek;['wypowiedź']
Prawda;Sekretarz Generalny ONZ, który przylatuje w przeddzień do Polski, także leci później do Kijowa i do Moskwy.;Magdalena Ogórek;['wypowiedź']
Prawda;Nawet prezydent Chin, który przylatuje na te obchody [zakończenia II Wojny Światowej – w Moskwie] później leci do Mińska.;Magdalena Ogórek;['wypowiedź']
Prawda;Przypominam, że to jest mocarstwo [Rosja], które ma doktrynę na prewencyjne użycie takiej broni [atomowej].;Magdalena Ogórek;['wypowiedź']
Prawda;Chciałabym przypomnieć ostatnie słowa pana prezydenta, urzędującego pana prezydenta, który w jednym z ostatnich wywiadów powiedział, że Musimy pokazywać Rosji, że się jej nie boimy.;Magdalena Ogórek;['wypowiedź']
Fałsz;Wysyłamy 100 tys kontroli skarbowych rocznie, z czego 1⁄5 daje skutek.;Magdalena Ogórek;['wypowiedź']
Fałsz;Pesa stworzyła pociąg homologowany na 250 km/h.;Adam Jarubas;['wypowiedź']
Prawda;Rzeczywiście jest zapisane w artykule 126 konstytucji, że prezydent czuwa nad jej przestrzeganiem.;Andrzej Duda;['wypowiedź']
Prawda;(...) choć wiemy że dwie firmy produkujące helikoptery w Polsce są.;Andrzej Duda;['wypowiedź']
Fałsz;Średnia pensja w Polsce to 1800 złotych.;Andrzej Duda;['wypowiedź']
Fałsz;W rankingu Międzynarodowego Banku Odbudowy i Rozwoju Polska zajmuje 86. miejsce w tworzeniu przyjaznej atmosfery dla przedsiębiorców.;Magdalena Ogórek;['wypowiedź']
Fałsz;Gdybyśmy... przynajmniej podnieśli kwotę wolną od podatku do poziomu najwyższego w Europie, porównywalnego choćby do Hiszpanii, która jest krajem bardzo do nas podobnym pod wieloma względami, a ma kwotę 72 tysiące złotych rocznie.;Jacek Wilk;['wypowiedź']
Fałsz;Mamy największy deficyt w historii naszego kraju.;Jacek Wilk;['wypowiedź']
Fałsz;Mamy największy dług w historii Polski,;Jacek Wilk;['wypowiedź']
Prawda;Mamy jakiś tam symboliczny wzrost na poziomie 2-3 procent [PKB] rocznie.;Jacek Wilk;['wypowiedź']
Prawda;160 milionów wydawanych rocznie na Kancelarię Prezydenta, ten bizantyjski dwór z kilkuset osobami zatrudnionymi i średnią pensją 9000 złotych.;Jacek Wilk;['wypowiedź']
Prawda;Rzeczywiście po raz pierwszy w historii Polski jest taka sytuacja, że dwóch członków tej samej partii startuje w tym samym czasie w wyborach prezydenckich, ale partia popiera jednego kandydata, tutaj obecnego właśnie.;Jacek Wilk;['wypowiedź']
Fałsz;Polacy płacą za gaz więcej niż ktokolwiek w tej części świata.;Grzegorz Braun;['wypowiedź']
Nieweryfikowalne;Nie było by mnie tutaj gdyby nie blisko 130 tysięcy podpisów zebranych przez naszych rodaków w kraju i za granicą.;Grzegorz Braun;['wypowiedź']
Fałsz;Polacy są w tej chwili najbardziej gruntownie rozbrojonym narodem w Europie.;Grzegorz Braun;['wypowiedź']
Prawda;Mamy w Polsce  10 i pół mniej więcej tysiąca parafii.;Grzegorz Braun;['wypowiedź']
Prawda;To było zacieśnianie stosunków z krajami Europy Środkowo-Wschodniej, on [Lech Kaczyński] bardzo dużo w tym kierunku robił Litwa, Łotwa, Estonia, Rumunia, Bułgaria, Węgry, Czechy wszędzie w tych krajach był.;Andrzej Duda;TV Republika, 27.04.2015
Fałsz;Jedynym powodem [dla zerwania konkordatu] jest przepis mówiacy o płaceniu chyba 240tys. $ na Papieską Akademię Teologiczną. To jest oczywiście niesłuszne, bo dlaczego ateista czy człowiek innego wyznania miałby za to płacić... ale suma jest tak mała, że nie będę renegocjował konkordatu.;Janusz Korwin-Mikke;['wypowiedź']
Fałsz;Takie dowody są niemożliwe, bo mamy dowody, że Globalne Ocieplenie nie raz występowało (Jura, Kreda, r.900 -1100...) i się samorzutnie cofało. Przyrost temperatury między 1600 (Baltyk zamarzał!) a 1800 był znacznie większy nic w latach 1800-2000 .;Janusz Korwin-Mikke;['wypowiedź']
Fałsz;w tej chwili już na pewno byśmy zyskali. Dopłaty coraz mniejsze, głupota narzucana z Brukseli coraz wieksza;Janusz Korwin-Mikke;['wypowiedź']
Prawda;Podatek przychodowy mieliśmy w PRL-u i wszyscy z ulgą przyjęli jego likwidację. Nie może podatek zależeć od tego ile mamy pieniędzy. Przedtem mówiono, że dochodowy jest lepszy niż przychodowy, a teraz mówi się że przychodowy jest lepszy niż dochodowy. Trzeba te podatki zlikwidować i tyle.;Janusz Korwin-Mikke;['wypowiedź']
Prawda;Drogi Panie! W pierwszych latach rządów śp.Thatcherowej PKB w ogóle SPADAŁ – a kraj się bogacił. Likwidacja deficytowej produkcji to spadek PKB – a wzrost bogactwa;Janusz Korwin-Mikke;['wypowiedź']
Prawda;Owszem donieśliśmy do prokuratury na uprzednie wybory samorządowe. Prokuratura odmówiła wszczęcia śledztwa twierdząc, że to my pownniśmy złapać fałszerza za rękę.;Janusz Korwin-Mikke;['wypowiedź']
Nieweryfikowalne;(...) ale Rosja wydaje 4% PKB na obronę.;Bronisław Komorowski;['wypowiedź']
Manipulacja;Dbamy o to, żeby cały Sojusz podnosił wydatki obronne. Polska jest tu absolutnym prymusem, bo mamy 2% PKB na obronę (...);Bronisław Komorowski;['wypowiedź']
Prawda;Nie, mi się wydaje, że tu oferta była najważniejsza i jeśli chodzi o sumę, bo tam, ocenę i jeśli chodzi o też możliwości, bo proszę zobaczyć, że tak jak porównywano te możliwości niebojowych przecież śmigłowców, ale transportowych to ta oferta francuska jeśli chodzi o pojemność, o możliwości była najlepsza, największa. Więc dlatego mi się wydaje, że to miało też wpływ.;Grzegorz Schetyna;['wypowiedź']
Prawda;Ale właśnie dokładnie nie, bo przecież ci, którzy wygrali, Francuzi, którzy wygrali, wygrali, no zostali wybrani do prowadzenia negocjacji, przecież to nie jest jeszcze sprawa ostateczna, też są właścicielami w PZL Okęcie, gdzie zatrudniani są ludzie, którzy produkują dla przemysłu lotniczego. No więc nie można być zakładnikiem tych nieprawdziwych informacji.;Grzegorz Schetyna;['wypowiedź']
Fałsz;[dług] zewnętrzny bilion sto miliardów złotych.;Andrzej Duda;Gazeta.pl, 22.04.2015
Prawda;Dług wewnętrzny [Polski] wynosi bilion złotych (...);Andrzej Duda;Gazeta.pl, 22.04.2015
Prawda;Kwotę wolną zdecydowanie, w moim przekonaniu trzeba w szybkim tempie podwyższyć (...) bo w innych krajach wokół nas te kwoty są nieporównywalnie wyższe.;Andrzej Duda;Gazeta.pl, 22.04.2015
Fałsz;Polska gospodarka jest dziś bardzo nisko innowacyjna. My jesteśmy na jednych z ostatnich miejsc w Europie, bodajże na przed ostatnim miejscu, jeżeli chodzi o innowacyjność gospodarki w UE.;Andrzej Duda;Gazeta.pl, 22.04.2015
Prawda;Za średnią pensję jesteśmy w stanie kupić co najwyżej m2 mieszkania i to absolutnie nie w Warszawie, bo w Warszawie to trzeba dwie średnie miesięczne wydać, by m2 mieszkania kupić.;Andrzej Duda;Gazeta.pl, 22.04.2015
Fałsz;W Polsce odsetek młodych ludzi, którzy mogą sobie zapewnić własne lokum, nie muszą mieszkać z rodzicami, jest jednym z najniższych na naszym kontynencie. Myślę przede wszystkim o Unii Europejskiej.;Andrzej Duda;Gazeta.pl, 22.04.2015
Fałsz;Po dwóch latach mojego urzędowania było 1000 przestępstw kryminalnych każdego dnia mniej.;Zbigniew Ziobro;RMF 24, 28.04.2015
Fałsz;Rosja ma monopol na naszą energetykę, to jest 90% naszego gazu;Marian Kowalski;['wypowiedź']
Prawda;Białoruś jest krajem, w którym wciąż w więzieniu znajduje się jeden z kandydatów w wyborach prezydenckich sprzed pięciu lat, Mikoła Statkiewicz;Robert Tyszkiewicz;['wypowiedź']
Prawda;W ubiegłą niedzielę(19.04.2015r.), podczas przeprawy przez Morze Śródziemne z terytorium Libii życie straciło ponad 800 migrantów, a od początku roku kalendarzowego w Morzu Śródziemnym utonęło prawie 1800 osób;Robert Tyszkiewicz;['wypowiedź']
Prawda;(Polityka zagraniczna, sprawy obronne, sprawy bezpieczeństwa – przyp. red.) w tej chwili nie jest w gestii prezydenta, jest w gestii ministra (...) Prezydent jest tam takim dodatkiem reprezentacyjnym.;Paweł Tanajno;['wypowiedź']
Fałsz;Trybunał Europejski wyraził pogląd, że przymus do jakichkolwiek czynności medycznych jest sprzeczny z prawami człowieka.;Paweł Tanajno;['wypowiedź']
Fałsz;“Pierwszy raz w historii Rzeczpospolitej kandydat jest obywatelem, jest przedsiębiorcą co ważne, jest szansa na przełamanie monopolu polityków”;Paweł Tanajno;['wypowiedź']
Prawda;Emerytura socjalna, tak jak w Kanadzie równa dla wszystkich.;Marian Kowalski;['wypowiedź']
Nieweryfikowalne;bezrobocie ludzi młodych w Grecji czy w Hiszpanii wynosi niemal 60%,;Jerzy Buzek;['wypowiedź']
Prawda;U nas się jednak poprawiło w ciągu ostatnich 10 czy 20 lat, to trzeba przyznać, przeszliśmy bardzo trudny okres na początku lat 90., teraz sytuacja się jednak poprawiła, wiele osób tego nie dostrzega (...) ale ta średnia w Polsce się cały czas poprawia (mowa o wzroście gospodarczym);Jerzy Buzek;['wypowiedź']
Fałsz;Wywóz leków przez hurtownie będzie mógł nastąpić tylko, kiedy Główny Inspektor Farmaceutyczny wyrazi na to zgodę.;Ewa Kopacz;['wypowiedź']
Prawda;Co roku odnotowujemy wzrost środków w Narodowym Funduszu Zdrowia.;Ewa Kopacz;['wypowiedź']
Prawda;Na ostatniej Radzie Europejskiej podkreślaliśmy, że warunkiem rozmów z Rosją jest wypełnienie porozumień z Mińska i zakończenie konfliktu na Ukrainie.;Ewa Kopacz;['wypowiedź']
Fałsz;We wszystkich dojrzałych demokracjach nie ma debaty przed I turą. Czym innym jest debata pretendentów, niech pretendenci dyskutują między sobą, czym innym jest debata z udziałem głowy państwa. W Wielkiej Brytanii Cameron nigdy nie uczestniczył tego typu debatach, w żadnym kraju nie ma tego typu debat.;Bronisław Komorowski;['wypowiedź']
