assestment;text
Prawda;(…) w 2013 roku w maju szef klubu parlamentarnego pan Mariusz Błaszczak, szef klubu parlamentarnego Prawa i Sprawiedliwości, wystąpił do pana prezydenta z informacją i prośbą o interwencję z uwagi na to, że pojawiają się wiadomości, bo wtedy się pojawiały, że są problem z systemem informatycznym, że ta ochrona procesu wyborczego nie jest wystarczająca, że należy poprawić prawo wyborcze.
Prawda;Wyposażyliśmy ponad 110 oddziałów (tzw. “geriatrii”), które uczą nas, obywateli, którzy przychodzą odwiedzać swoich bliskich, że tak być powinno.
Manipulacja;Pompy insulinowe są refundowane przez NFZ. Każda kobieta, która jest w ciąży może zakupić pompę i otrzyma pełną refundację. Mało tego, osoby do 26. roku życia bez względu na płeć otrzymują refundację na tych samych zasadach. Owsiak, jak to ma w zwyczaju, uruchomił ten program na potrzeby marketingowe, ale w międzyczasie Ministerstwo Zdrowia zmieniło zasady refundowania pomp, zaliczył więc ślepy strzał. W efekcie musiał uruchomić „irracjonalną pomoc”, polegającą na wypożyczaniu pomp insulinowych dla kobiet w ciąży, które NFZ refunduje w całości. WOŚP nie informuje młodych matek, że mogą mieć pompy insulinowe za darmo i na stałe, ale przekonuje, że wypożyczenie w ramach programu WOŚP jest błogosławieństwem.
Prawda;Sprawozdania finansowe przekazywane przez WOŚP do Ministerstwa Pracy i Polityki Społecznej pokazują wyraźnie, że podatnicy finansowali (poprzez przekazywanie na WOŚP 1% podatku – przyp. red.) „Przystanek Woodstock”
Fałsz;Zdarzały się lata, w których Jerzy Owsiak wszystkie pieniądze z 1 proc. podatków wydawał na takie cele jak np. zakup nieruchomości – nowej siedziby WOŚP przy ul. Dominikańskiej 19 c
Manipulacja;Brutalne działania marketingowe, tworzenie parasola ochronnego dla niejasnych rozliczeń finansowych z ludzkich tragedii i cierpienia w powiązaniu z takimi kwotami jak: 7 milionów złotych wydanych na działalność propagandową i informacyjną, 4,6 milionów złotych kosztów administracyjnych i blisko 2,5 miliona złotych przeznaczone na wynagrodzenia dla 33 pracowników WOŚP, powinny przemówić do każdej wyobraźni.
Manipulacja;Sztabów w całej Polsce jest ponad tysiąc i w zasadzie mają finansową autonomię. Działają różnie, a idzie przez nie naprawdę duża kasa.
Fałsz;A WOŚP żyje z pieniędzy podatników, czyli naszych. Ależ Pani naiwna ? @korczas @lkwarzecha
Prawda;W Kompanii Węglowej koszty zostały te same, w związku z tym cena wydobycia 1 t węgla wzrosła, sprzedaż spadła, a Polska netto jest importerem węgla.
Prawda;Brzeszcze, 11-tysięczne miasto małopolskie, żyje wyłącznie z węgla. Państwo zamykają jedyną kopalnię.
Prawda;Wczoraj w Sejmie większość koalicyjna nie zgodziła się na debatę o górnictwie, politycy koalicji mówili, że nie można politycznie rozmawiać o górnictwie w Sejmie, skoro toczą się rozmowy z górnikami.
Prawda;Marszałek Sikorski naruszył art. 34 regulaminu Sejmu, nie kierując projektu poselskiego do konsultacji.
Prawda;A co mamy w ustawie, która została dziś w nocy przegłosowana? Otwarta została ścieżka, że już nie trzeba będzie prowadzić konsultacji społecznych – ani z samorządem lokalnym, ani z prezydentami miast, ani ze związkami zawodowymi, a będzie można na podstawie ustawy podjąć decyzję o likwidacji kopalni.
Fałsz;W zeszłym roku powołano prezesa Tarasa. Na sześć miesięcy. I nagle odwołuje się go i dostaje odprawę prawdopodobnie w wysokości 900 tysięcy złotych. Ponowny prezes przychodzi i po miesiącu mówi się, że kompania jest niewypłacalna i trzeba likwidować kopalnie.
Prawda;Jednak pamiętajmy, że likwidowanie wytypowanych kopalń, oznacza klęskę dla tych miast i gmin, w których te zakłady są już jedynymi dużymi zakładami pracy.
Prawda;Jeśli Ewa Kopacz chce stosować prawo unijne musi likwidować kopalnie, ponieważ innej pomocy publicznej przydzielić już nie można. Na takie zasady zgodzili się rządzący w 2010 roku.
Fałsz;20 lat temu w górnictwie pracowało 350 tysięcy ludzi, teraz 100 tysięcy źródło
Fałsz;Pierwszy program zajmujący się [restrukturyzacją górictwa] był w 1995 roku źródło
Prawda;SRK – Spółka Restrukturyzacji Kopalń w swoim statucie ma zapisane, że służy likwidacji kopalń.
Manipulacja;Przez posłów PO został złożony projekt ustawy zmieniający ustawę o funkcjonowaniu górnictwa węgla kamiennego w latach 2008-2015. Jeżeli przyjrzeć się przepisom tego projektu można powiedzieć krótko, to jest ustawa o likwidacji polskiego górnictwa kamiennego, które rozpoczyna się od czterech kopalń.
Fałsz;Nie ma żadnego uzasadnienia, żeby ją [KWK „Brzeszcze”] dziś likwidować.
Prawda;Rząd Ewy Kopacz planuje zamknąć kopalnię [KWK „Brzeszcze”], która ma zasoby bardzo dobrego węgla.
Fałsz;Ona [propozycja rządowa] prowadzi do tego, że wydamy 2,5 mld na wygaszenie tych kopalń.
Prawda;Jeszcze jedno, rząd mówi: zlikwidujemy te 4 kopalnie, 6 tys. pracowników przerzucimy do 10 pozostałych kopalni, które nie są aż tak deficytowe.
Prawda;Dodatkowo osobom tym przysługują ustawowe odprawy wynikające z ustawy o szczególnych zasadach rozwiązywania stosunku pracy z pracownikami z przyczyn niedotyczących pracowników.
Manipulacja;Pracownicy przeróbki mechanicznej węgla mogą skorzystać z odprawy w wysokości dziesięciomiesięcznego wynagrodzenia. Pozostali pracownicy, którzy pracują na ziemi, mogą skorzystać z odpraw w wysokości 3,6 miesięcznego wynagrodzenia.
Manipulacja;Pozostali [górnicy zatrudnieni na dole, którzy nie mają prawa do urlopów górniczych] dostają jednorazową odprawę pieniężną o równowartości 24 miesięcznych wynagrodzeń.
Prawda;W ustawie mówi się o pakiecie pomocowym. Górnicy zatrudnieni na dole, którym brakuje cztery lata lub mniej do emerytury, mają do dyspozycji czteroletnie urlopy górnicze. Otrzymują wówczas 75% miesięcznego wynagrodzenia i możliwość samozatrudnienia i zatrudnienia poza górnictwem. Powtarzam, 75% uposażenia przez cztery lata i możliwość zatrudnienia poza sektorem górniczym.
Prawda;Projekt, o którym dzisiaj mówimy, w rozdziale 3a zatytułowanym: Restrukturyzacja zatrudnienia w kopalniach likwidowanych, po raz pierwszy w dokumencie, jakim jest ustawa, zabezpiecza pełne osłony socjalne dla górników. Żaden dokument do tej pory nie zawierał takich zapisów.
Prawda;Ta ustawa nie wskazuje zakładu górniczego, nie wskazuje części tego zakładu, nie wskazuje kopalni, nie wskazuje spółki węglowej do likwidacji. Ta ustawa nie jest programem naprawczym.
Prawda;Pan poseł Kłopotek też mówił o likwidacji konkretnych kopalń, nawet je wymieniał. Bardzo bym prosił pana posła Kłopotka, którego już w tej chwili nie tu ma, aby wskazał te miejsca w ustawie, konkretny artykuł, konkretny ustęp, gdzie są wymienione kopalnie do likwidacji, bo ja ich nie zauważyłem.
Manipulacja;Pan poseł Szwed próbował wpłynąć na moje sumienie. Panie pośle, z wielkim szacunkiem do pana powiem tak: Rozumiem, że pana sumienie być może bardziej otwiera się przed taką formułą, że pan jako członek Komisji Polityki Społecznej i Rodziny w 2007 r., kiedy uchwalaliśmy proponowany przez PiS projekt ustawy o funkcjonowaniu górnictwa w latach 2008-2015, nie zaopatrzył go w część dotyczącą zabezpieczenia górników i ich rodzin.
Manipulacja;Pan marszałek Dorn słusznie poruszył temat z tym związany i wyraźnie podkreślił, że projekt ustawy nie dotyczy likwidacji kopalń, nie zawiera programu naprawczego, natomiast jest narzędziem służącym restrukturyzacji przemysłu węglowego.
Fałsz;Na początku chciałbym sprostować wypowiedź pana posła Jakiego, jako że otrzymywałem w tym czasie telefony z informacjami, że Żory na dzień dzisiejszy mają bezrobocie w wysokości 4,2%.
Prawda;Nowa kompania węglowa w ramach programu naprawczego ma powstać z dziewięciu spółek. Wśród nich z okręgu rybnickiego wchodzi kopalnia Marcel, jedna z najbardziej rentownych kopalń w Kompanii Węglowej, produkująca ok. 3 mln t, poza tym kopalnie Jankowice, Chwałowice, Rydułtowy-Anna. Każda z nich wydobywa węgiel w ilości ok. 2 mln t, są one w niezłej kondycji finansowej.
Prawda;"Zaproponowaliśmy odprawy finansowe, urlopy górnicze dla pracowników dołowych (…)
Zaproponowaliśmy 24-miesięczną odprawę i urlopy dla osób, które mają cztery lata do emerytury."
Fałsz;Chcemy ratować te 49 tys. miejsc pracy. Rząd przedstawił pakiet osłonowy. W tych czterech kopalniach zatrudnione jest 11 300 osób (…)
Manipulacja;Sami związkowcy wielokrotnie podnosili, że w administracji Kompanii Węglowej są przerosty zatrudnienia. A z drugiej strony dobrze wiedzą, że chyba w lutym – dobrze nie pamiętam – podpisali z zarządem KW porozumienie dające gwarancje zatrudniania dla pracowników administracji.
Prawda;Dlatego pani premier powołała zespół, który ma przygotować specjalny program, dzięki któremu Śląsk będzie centrum przemysłowym Polski. Ma zawierać m.in. kwestie poszerzenia głównie Katowickiej Strefy Ekonomicznej o tereny pokopalniane oraz zwiększenie finansowania projektów na Śląsku w ramach programu Inwestycje Polskie. Zespół ma przedstawić program do połowy marca.
Prawda;Szefa kompanii wyłoniliśmy w otwartym konkursie z tych, którzy się zgłosili.
Prawda;Ale teraz bardzo, przyzna pani redaktor, że szczególnie w ostatnich miesiącach bardzo radykalnie spadły ceny węgla.
Prawda;Bronisław Komorowski cieszy się zaufaniem 80 proc. Polaków. Na lewicy spośród wyborców lewicy ufa mu blisko 90 proc. osób.
Prawda;KNP dotąd w każdych wyborach zdobywało wielokrotność wyniku np. Ruchu Narodowego.
Prawda;PKW rozpatruje sprawozdanie pół roku od złożenia, a nasz dokument za rok 2014 zostanie złożony pod koniec marca, a więc musi być przyjęty lub odrzucony do końca września tego roku.
Prawda;22 grudnia ubiegłego roku Państwowa Komisja Wyborcza odrzuciła nasze sprawozdanie finansowe za rok 2013. A błędy jakie legły u podstaw tej decyzji były trywialne, banalne, niepoważne – takiego rodzaju jak płacenie przez naszych kolegów z własnej kieszeni za paliwo (brali je na fakturę na partię i otrzymywali zwrot kosztów).
Fałsz;Zresztą dostaliśmy informacje, że jeśli odrzucenie sprawozdania następuje przed zdobyciem subwencji, to nie ma to żadnego wpływu na otrzymane środki.
Nieweryfikowalne;W 2014 wydaliśmy zgodnie z planem 99,5% środków na modernizację.
Prawda;Misja w Afganistanie to największa misja NATO w historii.
Nieweryfikowalne;W sensie politycznym, za całą sytuację odpowiada Bronisław Komorowski, którego kancelaria miała wpływ na działania policji w PKW.
Prawda;Mieliśmy 32 tys. działaczy kandydujących w wyborach [samorządowych].
Fałsz;Z drugiej strony mamy Warszawę, która jest inwestycyjnie zapóźniona o jakieś 12 lat, ale tam szczegółowe plany zagospodarowania przestrzennego obejmują mniej niż 30 proc. miasta.
Prawda;Bardzo mnie niepokoi stan zagospodarowania przestrzennego. Oczywiście widzę wszystkie błędy, które popełniła władza centralna, poczynając od likwidacji wszystkich planów zagospodarowania w 1994 roku, co było skandalem na niewyobrażalną skalę, który bardzo nas cofnął cywilizacyjnie.
Manipulacja;Do Związku Miast Polskich należy dwieście kilkadziesiąt miast, a mamy ich ponad osiemset, do Związku Gmin Wiejskich też jakiś niewielki procent, czyli nie ma pełnej reprezentacji samorządu.
Prawda;Jest też problem janosikowego, które mnie się nie podoba. Instytucja ta wykazała już swoją nieefektywność, poza tym została uznana przez Trybunał Konstytucyjny za niekonstytucyjną.
Fałsz;Zresztą mówiąc szczerze Polska nie ma wyjścia. Prawo unijne nie pozwala na jakikolwiek rodzaj pomocy publicznej dla przedsiębiorstw. [w kontekście Kampanii Węglowej]
Prawda;W ciągu ostatnich sześciu miesięcy cena ropy spadła o połowę. To nie może się nie odbić na cenie węgla i popytu na węgiel.
Prawda;Polska gospodarka rozwija się w tempie 3,5 proc, rocznie.
Fałsz;A w jakim czasie taka dokumentacja powinna być wydana?
Prawda;Przede wszystkim pacjenci mają prawo do dostępu do kopii dokumentacji, tą dokumentację mogą sobie obejrzeć, mogą wziąć wyciąg, ale również w szczególnych sytuacjach mają prawo wypożyczyć oryginał dokumentacji medycznej. Wtedy podmiot leczniczy powinien sobie zrobić kserokopię. I pacjent powinien o jednym pamiętać, że ma obowiązek tę dokumentację zwrócić. I to jest w jego interesie, dlatego że jeżeli później będzie kontynuacja leczenia, staranie się np. o orzeczenie grupy niepełnosprawności, jeżeli tej dokumentacji nie będzie, to będzie działało na jego niekorzyść.
Manipulacja;„Martwy” gazoport w Świnoujsciu.Od dwóch lat powinny cumować tutaj gazowce.Litwini mogli,Tusk niestety nie. pic.twitter.com/W1B3R5juqX
Prawda;Czechy w tej chwili są dla nas trzecim rynkiem w Europie pod względem wielkości naszego eksportu rolnego po Niemczech i Wielkiej Brytanii, tak że jest to znacząca pozycja, bo to jest z tego, co pamiętam, już grubo ponad miliard euro rocznie.
Fałsz;Szacuje się, że w tych naszych chłodniach [sadowników] jest, nie wiem, może około 700–800 tysięcy ton, bo tyle czy prawie tyle żeśmy w okresie od stycznia do czerwca rokrocznie eksportowali do Rosji.
Prawda;Bo to nie może być tak, jak dzieje się zresztą już od szeregu lat za rządów Platformy Obywatelskiej, że w zasadzie co roku mamy problem na przełomie roku, kiedy mają być podpisywane nowe kontrakty, lekarze protestują, dochodzi do takich sytuacji, że tak jak teraz, w tych dniach ostatnich, że prawie 8 milionów polskich obywateli było de facto pozbawionych podstawowej opieki zdrowotnej.
Prawda;Pacjent może trzykrotnie w ciągu roku zmienić lekarza rodzinnego, bez żadnych opłat, bez chodzenia do NFZ
Prawda;Leszek Sikorski (Minister zdrowia w rządzie SLD) jako pierwszy podjął się negocjacji z lekarzami.
Prawda;Według raportu NIK na wizytę u kardiologa czekamy 79 dni, do okulisty – 40.
Manipulacja;Doktor Krajewski [prezes PZ – przyp.] jako jedyny z 9 przychodni w swoim powiecie zamknął gabinet.
Prawda;Lekarze powiedzieli w dokumentach: “chcemy, żeby pacjent płacił za samo przekroczenie progu przychodni”
Prawda;Ponad 160 tys. lekarzy pracuje w ochronie zdrowia.
Prawda;PO podpisała porozumienie w 2007 r. z PZ.Zobowiązali się do skrócenia http://t.co/1TI6lkxW3y na to @PremierKopacz
Fałsz;Pani Piotrowska musi mieć świadomość tego, że na jej ramionach, nie tylko sumieniu, ale na jej ramionach, że jej odpowiedzialność nie tylko polityczna, ale wręcz odpowiedzialność karna jest taka, aby zrobić wszystko, żeby tutaj (zapewnienie bezpieczeństwa uczestnikom marszu 13 grudnia) nie było żadnych zaniechań, bo zaniechanie w tym wypadku, czy doprowadzenie do sytuacji ekstremalnych lub braku dobrej i rzetelnej współpracy jest sankcjonowane.
Prawda;My bardziej organizujemy to [podział środków z programu Infrastruktura i środowisko]. Dzieli to bardzo wiele podmiotów, chociażby 16 samorządów wojewódzkich. Samorządy wojewódzkie w tym rozdaniu, czyli w perspektywie 2014–20 mają dużo większy udział w tym dzieleniu, ponieważ o ile w poprzedniej dzieliły mniej więcej 25% środków, teraz to sięga 40%.
Prawda;Pamiętajmy, że jesteśmy w trakcie dwóch procesów: kupowania nowego taboru, bo zakup Pendolino nie jest jedynym zakupem, który jest na rozkładzie Intercity, w następnym roku będą dwa potężne, duże zakupy od naszych krajowych producentów.
